date,datetime,cash_type,card,money,coffee_name,money_prev_day,money_prev_7_days,money_prev_30_days
2017-02-03,2017-02-03 00:00:00,cash,ANON-1417-9306-9808,54.64337088640656,Americano,76.15639394234972,52.60384032494668,53.39452720549745
2017-02-04,2017-02-04 00:00:00,card,ANON-9867-6988-3504,61.16682553749625,Cappuccino,54.64337088640656,52.539523372665705,53.83240434529364
2017-02-05,2017-02-05 00:00:00,card,ANON-5079-2571-6073,32.501480429449416,Espresso,61.16682553749625,51.58939344394111,54.040385056889264
2017-02-06,2017-02-06 00:00:00,card,ANON-6644-3914-5968,43.995599755866536,Latte,32.501480429449416,53.50817348758125,54.56439563651919
2017-02-07,2017-02-07 00:00:00,cash,ANON-1728-2365-5492,90.59709056465805,Latte,43.995599755866536,56.71254033969764,54.70533138103654
2017-02-07,2017-02-07 00:00:00,cash,ANON-1395-8400-9082,18.21580091075202,Hot Chocolate,90.59709056465805,57.67806528616105,54.57052531346639
2017-02-08,2017-02-08 00:00:00,card,ANON-5946-6486-9335,50.36009697804878,Cappuccino,18.21580091075202,53.896651718139786,53.38854572099584
2017-02-08,2017-02-08 00:00:00,cash,ANON-8192-6588-8651,95.15750885935212,Latte,50.36009697804878,50.211466437525374,51.9438317824983
2017-02-09,2017-02-09 00:00:00,card,ANON-8860-6161-6305,15.180288401497986,Americano,95.15750885935212,55.999200433660455,53.22742645405217
2017-02-09,2017-02-09 00:00:00,card,ANON-8330-6334-9924,41.58235112968708,Americano,15.180288401497986,49.42969512851784,51.29265048214077
2017-02-09,2017-02-09 00:00:00,card,ANON-7731-8241-1953,65.6396256984635,Espresso,41.58235112968708,50.72696237140894,51.57677468901364
2017-02-10,2017-02-10 00:00:00,card,ANON-6293-2191-7313,45.69864417588267,Cappuccino,65.6396256984635,53.81896607749422,53.21860612796263
2017-02-10,2017-02-10 00:00:00,cash,ANON-2540-7172-6541,98.7975620651058,Espresso,45.69864417588267,47.40490230766917,53.424102931401194
2017-02-11,2017-02-11 00:00:00,cash,ANON-9691-9702-8494,98.74009574405838,Hot Chocolate,98.7975620651058,58.916582472576856,56.12797927192342
2017-02-12,2017-02-12 00:00:00,cash,ANON-6977-5268-5748,46.46818781032754,Americano,98.74009574405838,65.82801086772108,58.106028738003914
2017-02-12,2017-02-12 00:00:00,cash,ANON-4486-2810-7588,44.0188831110029,Cappuccino,46.46818781032754,58.87239357500328,56.74042114341314
2017-02-13,2017-02-13 00:00:00,card,ANON-4072-7530-1504,43.73835215713336,Latte,44.0188831110029,62.99219281921826,57.476147647050986
2017-02-14,2017-02-14 00:00:00,cash,ANON-1928-6029-1133,82.18983241240606,Espresso,43.73835215713336,63.3001929659963,57.78826263183588
2017-02-15,2017-02-15 00:00:00,card,ANON-5910-5175-6348,32.769115119031696,Cappuccino,82.18983241240606,65.66450821084524,57.68665001737947
2017-02-16,2017-02-16 00:00:00,cash,ANON-7190-2256-4376,72.61738200861555,Latte,32.769115119031696,63.817432631295105,57.11856383215387
2017-02-17,2017-02-17 00:00:00,cash,ANON-9053-4330-3703,76.33906352587174,Cappuccino,72.61738200861555,60.07740690893935,57.370647660404664
2017-02-18,2017-02-18 00:00:00,cash,ANON-7819-4719-3745,30.64552711344547,Hot Chocolate,76.33906352587174,56.877259449198405,57.16121084678139
2017-02-18,2017-02-18 00:00:00,cash,ANON-6063-9549-8575,65.8119338021383,Americano,30.64552711344547,54.61687934964383,56.823756083747035
2017-02-19,2017-02-19 00:00:00,card,ANON-5835-4775-7042,72.83455426177707,Latte,65.8119338021383,57.730172305520306,55.836716682377485
2017-02-20,2017-02-20 00:00:00,card,ANON-7132-8891-3779,34.38618782636169,Espresso,72.83455426177707,61.8867726061837,56.428082172690935
2017-02-21,2017-02-21 00:00:00,cash,ANON-1009-3871-9989,87.94575005503675,Espresso,34.38618782636169,55.057680522463066,55.313697265617385
2017-02-21,2017-02-21 00:00:00,card,ANON-4324-6713-8026,75.3147557549524,Latte,87.94575005503675,62.940056941892365,57.609554929986324
2017-02-22,2017-02-22 00:00:00,card,ANON-2015-3193-9415,98.67574455989539,Cappuccino,75.3147557549524,63.32539604851191,59.401212395449676
2017-02-23,2017-02-23 00:00:00,cash,ANON-5158-4925-7970,85.79070308221378,Espresso,98.67574455989539,66.51635048194387,59.895790016132395
2017-02-24,2017-02-24 00:00:00,cash,ANON-8266-9702-1384,11.230476834429755,Hot Chocolate,85.79070308221378,74.39423276319647,61.265956922642815
2017-02-25,2017-02-25 00:00:00,card,ANON-6989-2460-8190,79.20886736624594,Espresso,11.230476834429755,66.59688176780955,59.10175968571215
2017-02-26,2017-02-26 00:00:00,cash,ANON-5178-8245-7600,21.62434736363455,Cappuccino,79.20886736624594,67.50749792559081,59.92060956837347
2017-02-26,2017-02-26 00:00:00,card,ANON-1716-8939-6565,89.0398600731273,Americano,21.62434736363455,65.68437785948693,58.602526962578075
2017-02-27,2017-02-27 00:00:00,cash,ANON-1249-9865-1770,56.814715100079404,Hot Chocolate,89.0398600731273,65.84067929064273,60.48713961736734
2017-02-27,2017-02-27 00:00:00,card,ANON-2077-9427-9580,17.956740102908192,Cappuccino,56.814715100079404,63.19781633994659,60.91444346217443
2017-02-27,2017-02-27 00:00:00,card,ANON-7544-5719-3814,12.590440868200508,Espresso,17.956740102908192,51.66652998894842,58.493098446782774
2017-02-28,2017-02-28 00:00:00,cash,ANON-5673-5530-7881,41.55288029259373,Americano,12.590440868200508,41.2093496726608,58.30558644536439
2017-03-01,2017-03-01 00:00:00,cash,ANON-8002-2331-5261,50.5819402674494,Hot Chocolate,41.55288029259373,45.54112159525566,58.012012555849225
2017-03-01,2017-03-01 00:00:00,cash,ANON-5854-4177-8730,72.7877684344117,Espresso,50.5819402674494,41.45156058114186,56.52616026945246
2017-03-02,2017-03-02 00:00:00,cash,ANON-4472-6449-3832,33.24199494690625,Espresso,72.7877684344117,48.760620734110034,58.44640960388292
2017-03-02,2017-03-02 00:00:00,cash,ANON-8941-6569-5300,28.821771197066276,Cappuccino,33.24199494690625,40.789497144649886,58.16839773112356
2017-03-03,2017-03-03 00:00:00,card,ANON-7254-1760-8830,21.524125506199518,Cappuccino,28.821771197066276,36.79050515850515,56.941135914410324
2017-03-03,2017-03-03 00:00:00,card,ANON-5188-1671-7777,30.146415931568853,Espresso,21.524125506199518,37.30013164468962,56.13531862542088
2017-03-03,2017-03-03 00:00:00,cash,ANON-7031-8687-9472,90.71095689154106,Cappuccino,30.146415931568853,39.80812808231367,53.846947087636316
2017-03-04,2017-03-04 00:00:00,cash,ANON-5777-4900-7677,17.983228038135003,Latte,90.71095689154106,46.83071045359186,53.579309125885736
2017-03-05,2017-03-05 00:00:00,card,ANON-1523-3393-3593,21.587355846967952,Americano,17.983228038135003,42.173751563689805,52.62981046681265
2017-03-06,2017-03-06 00:00:00,card,ANON-8240-7937-7190,66.51103505418169,Cappuccino,21.587355846967952,34.8594069083407,51.88209289134482
2017-03-07,2017-03-07 00:00:00,cash,ANON-4644-5432-2276,98.76312962801336,Americano,66.51103505418169,39.61212692366576,52.64118232124643
2017-03-07,2017-03-07 00:00:00,cash,ANON-9150-3125-1364,15.61072262601173,Cappuccino,98.76312962801336,49.60374955665821,53.19362556176667
2017-03-07,2017-03-07 00:00:00,cash,ANON-6126-6122-2646,85.99966053702659,Cappuccino,15.61072262601173,48.75897771663138,52.62167914533268
2017-03-08,2017-03-08 00:00:00,cash,ANON-9172-4345-8673,41.87320037138129,Cappuccino,85.99966053702659,56.73801266026819,53.06775509627971
2017-03-08,2017-03-08 00:00:00,card,ANON-9152-6750-9905,60.75685828169527,Latte,41.87320037138129,49.76119030024538,51.918892991130036
2017-03-08,2017-03-08 00:00:00,card,ANON-7229-8641-1125,20.778591863732608,Latte,60.75685828169527,55.871708906468264,52.922604030071696
2017-03-09,2017-03-09 00:00:00,cash,ANON-7168-8561-9258,68.39405562624184,Americano,20.778591863732608,55.75617119457751,51.42149263212483
2017-03-10,2017-03-10 00:00:00,cash,ANON-5206-8943-7891,21.48222725160074,Latte,68.39405562624184,56.02517413344324,51.273476010940335
2017-03-10,2017-03-10 00:00:00,card,ANON-3739-6401-2761,31.991783991818906,Cappuccino,21.48222725160074,44.985045222527155,50.84334399178163
2017-03-10,2017-03-10 00:00:00,card,ANON-4812-2460-2733,42.882113770665185,Hot Chocolate,31.991783991818906,47.325196846213885,48.97821178967436
2017-03-11,2017-03-11 00:00:00,card,ANON-4517-4735-9434,11.641823328552494,Espresso,42.882113770665185,41.16554730816227,47.89712372353146
2017-03-11,2017-03-11 00:00:00,cash,ANON-6342-1005-8489,61.8398576025094,Cappuccino,11.641823328552494,36.84677915918672,44.99599301582003
2017-03-12,2017-03-12 00:00:00,cash,ANON-3048-7233-2828,55.54935607234123,Hot Chocolate,61.8398576025094,37.00149334787445,44.19763149982988
2017-03-12,2017-03-12 00:00:00,cash,ANON-1117-3551-6560,74.66115437528983,Cappuccino,55.54935607234123,41.96874537767569,45.67492747442694
2017-03-12,2017-03-12 00:00:00,cash,ANON-7316-7469-9915,55.68493408160095,Latte,74.66115437528983,42.864045198968256,45.52333704139506
2017-03-13,2017-03-13 00:00:00,card,ANON-4744-1009-1260,15.703747342549097,Hot Chocolate,55.68493408160095,47.75014617468257,46.65868993199394
2017-03-14,2017-03-14 00:00:00,card,ANON-6287-2619-9512,22.494229609781833,Latte,15.703747342549097,45.42328379621546,44.21415284097466
2017-03-14,2017-03-14 00:00:00,card,ANON-3824-2994-4490,41.39814398886958,Latte,22.494229609781833,42.510728916089256,43.070136657964746
2017-03-15,2017-03-15 00:00:00,cash,ANON-1235-2908-9567,99.18365288116516,Americano,41.39814398886958,46.76163186756314,43.8515167874968
2017-03-16,2017-03-16 00:00:00,card,ANON-3560-6415-4391,61.70258018619207,Espresso,99.18365288116516,52.09645976451395,46.73795718792895
2017-03-16,2017-03-16 00:00:00,cash,ANON-7413-7941-5820,26.77644881093297,Cappuccino,61.70258018619207,52.97549178077836,47.409613851048896
2017-03-16,2017-03-16 00:00:00,card,ANON-1077-8577-5227,38.457692406684515,Americano,26.77644881093297,46.134819557298805,46.61609746916501
2017-03-17,2017-03-17 00:00:00,cash,ANON-7943-8804-7565,58.58029557231697,Latte,38.457692406684515,43.67378503231074,45.47176160157411
2017-03-18,2017-03-18 00:00:00,card,ANON-2248-5033-2997,15.995720115173526,Cappuccino,58.58029557231697,49.799006207991866,46.31637162242113
2017-03-19,2017-03-19 00:00:00,card,ANON-9389-6765-2202,40.14150531913775,Hot Chocolate,15.995720115173526,48.87064770876212,45.88883658635804
2017-03-19,2017-03-19 00:00:00,card,ANON-6742-6788-6408,58.01149827786894,Cappuccino,40.14150531913775,48.69112789880042,46.50941591345598
2017-03-19,2017-03-19 00:00:00,cash,ANON-3204-2120-1950,22.881518699362267,Hot Chocolate,58.01149827786894,42.80939152690097,47.43825199166598
2017-03-20,2017-03-20 00:00:00,cash,ANON-5612-2865-7028,19.95685632596865,Hot Chocolate,22.881518699362267,37.26352560021099,45.17727071859336
2017-03-20,2017-03-20 00:00:00,card,ANON-7359-8863-4228,58.587457340155304,Espresso,19.95685632596865,36.28929810235895,45.243058328187814
2017-03-21,2017-03-21 00:00:00,cash,ANON-7166-1814-1345,95.25550056506339,Hot Chocolate,58.587457340155304,39.164978807140486,46.47639504462739
2017-03-21,2017-03-21 00:00:00,cash,ANON-3891-4756-5225,11.098276508624007,Cappuccino,95.25550056506339,44.404293806104256,47.434543894990114
2017-03-21,2017-03-21 00:00:00,card,ANON-1793-3116-6779,26.34379451212831,Americano,11.098276508624007,43.704659005168615,44.51238212434381
2017-03-22,2017-03-22 00:00:00,cash,ANON-8147-5451-4876,73.65147708820587,Americano,26.34379451212831,41.73355746131012,44.870151187214354
2017-03-22,2017-03-22 00:00:00,card,ANON-8783-1984-8790,75.34860274561606,Cappuccino,73.65147708820587,43.96784014850112,44.45854507225366
2017-03-23,2017-03-23 00:00:00,cash,ANON-7024-6109-5146,76.27998120622506,Latte,75.34860274561606,51.46313786939451,45.574391818061486
2017-03-24,2017-03-24 00:00:00,cash,ANON-4030-3872-4072,88.29067258559155,Cappuccino,76.27998120622506,59.509298566574,46.091829248879144
2017-03-24,2017-03-24 00:00:00,card,ANON-2792-6732-4476,24.896845933056078,Hot Chocolate,88.29067258559155,63.75261503020776,48.342231939607785
2017-03-25,2017-03-25 00:00:00,card,ANON-8970-9766-1536,87.71663265516612,Americano,24.896845933056078,53.7013786542067,46.89232494983492
2017-03-25,2017-03-25 00:00:00,card,ANON-9666-9609-7490,50.69961468008265,Cappuccino,87.71663265516612,64.64685810371272,49.100138463287095
2017-03-25,2017-03-25 00:00:00,card,ANON-8112-9393-4507,80.90108998430432,Americano,50.69961468008265,68.12626098484905,49.723732819562564
2017-03-26,2017-03-26 00:00:00,cash,ANON-2205-2990-6299,47.70329045540931,Latte,80.90108998430432,69.16191997000598,50.99103202668387
2017-03-26,2017-03-26 00:00:00,card,ANON-1966-5944-4432,23.379645497780167,Hot Chocolate,47.70329045540931,65.21258964283358,52.19308093091242
2017-03-26,2017-03-26 00:00:00,card,ANON-5380-5757-3713,11.178501092950027,Espresso,23.379645497780167,57.65539882734146,50.91107386075478
2017-03-27,2017-03-27 00:00:00,card,ANON-7704-5422-2759,16.036882964958473,Cappuccino,11.178501092950027,46.63937432839266,49.43204536144174
2017-03-27,2017-03-27 00:00:00,card,ANON-1951-9914-3079,52.14086455972414,Latte,16.036882964958473,45.373665332950154,47.477902981097365
2017-03-27,2017-03-27 00:00:00,card,ANON-9477-8311-8186,15.913777548551714,Cappuccino,52.14086455972414,40.291412747887016,47.35976733036814
2017-03-28,2017-03-28 00:00:00,cash,ANON-7305-4451-1054,24.053733762957133,Americano,15.913777548551714,35.322007443382596,47.366768337234895
2017-03-28,2017-03-28 00:00:00,cash,ANON-7645-6083-6232,46.06867547877934,Cappuccino,24.053733762957133,27.20095655461871,47.418751809007404
2017-03-28,2017-03-28 00:00:00,card,ANON-7016-4335-9038,77.79215986727057,Americano,46.06867547877934,26.967440129385857,47.5744361920044
2017-03-29,2017-03-29 00:00:00,card,ANON-3143-6207-3538,96.63843866993872,Hot Chocolate,77.79215986727057,34.740656467884484,46.861386424874574
2017-03-29,2017-03-29 00:00:00,card,ANON-1832-6954-9519,19.369772378611646,Espresso,96.63843866993872,46.94921897888287,48.025915040999465
2017-03-29,2017-03-29 00:00:00,card,ANON-8218-8776-4675,31.436450294205386,Americano,19.369772378611646,47.42534603797618,47.77902582658876
2017-03-30,2017-03-30 00:00:00,cash,ANON-7612-6005-1822,90.67022366690078,Americano,31.436450294205386,44.467572571473504,47.54498442283945
2017-03-31,2017-03-31 00:00:00,card,ANON-3198-5242-4695,26.329189158081757,Hot Chocolate,90.67022366690078,55.147064874094795,48.6146486926589
2017-03-31,2017-03-31 00:00:00,card,ANON-5177-9705-7852,40.76356165280884,Americano,26.329189158081757,55.472129930541165,48.95909766075585
2017-03-31,2017-03-31 00:00:00,card,ANON-2409-5566-5491,84.75890559087247,Espresso,40.76356165280884,54.7142565268311,48.97983287187822
2017-04-01,2017-04-01 00:00:00,cash,ANON-8083-6986-6619,97.7092538678983,Hot Chocolate,84.75890559087247,55.709505915917084,49.87141311564501
2017-04-01,2017-04-01 00:00:00,cash,ANON-3679-3106-9173,52.39589074244329,Latte,97.7092538678983,55.86247951562559,52.365670954596204
2017-04-02,2017-04-02 00:00:00,card,ANON-3573-3599-5033,67.01303978435325,Latte,52.39589074244329,60.5804964247444,53.44697210181202
2017-04-02,2017-04-02 00:00:00,cash,ANON-2301-3541-3051,21.904859001279736,Espresso,67.01303978435325,65.66286635190839,53.72782484995196
2017-04-03,2017-04-03 00:00:00,cash,ANON-9996-1074-7981,92.28689259044491,Espresso,21.904859001279736,55.83924282824824,51.28280346449251
2017-04-04,2017-04-04 00:00:00,cash,ANON-9232-8184-6796,68.62783495166778,Americano,92.28689259044491,65.2617718900144,53.98909066721986
2017-04-04,2017-04-04 00:00:00,cash,ANON-2622-9041-1341,22.319706706192655,Latte,68.62783495166778,69.24238236127997,55.39855868187119
2017-04-05,2017-04-05 00:00:00,cash,ANON-5263-9801-7136,54.48464651244443,Americano,22.319706706192655,60.3224968063257,53.68749966913741
2017-04-05,2017-04-05 00:00:00,card,ANON-3969-4028-8643,79.38202393578435,Americano,54.48464651244443,54.147552898403724,52.99203446136502
2017-04-05,2017-04-05 00:00:00,cash,ANON-6941-2386-3866,18.130326451984708,Cappuccino,79.38202393578435,58.00271478316673,53.09543588568366
2017-04-06,2017-04-06 00:00:00,card,ANON-9378-2333-5150,69.73040488263834,Espresso,18.130326451984708,51.01947002139979,50.7567576812301
2017-04-06,2017-04-06 00:00:00,card,ANON-9340-4850-6415,49.347405672151915,Hot Chocolate,69.73040488263834,57.85169086159389,52.251209646216175
2017-04-07,2017-04-07 00:00:00,cash,ANON-8715-9942-2762,85.73766942790391,Latte,49.347405672151915,51.71747844469488,50.97223541344904
2017-04-08,2017-04-08 00:00:00,card,ANON-3343-6136-6760,54.59421845855786,Cappuccino,85.73766942790391,54.16174051272861,52.140170571709746
2017-04-08,2017-04-08 00:00:00,card,ANON-7122-1481-1153,52.68135778303326,Latte,54.59421845855786,58.77238504878079,51.263274854184864
2017-04-09,2017-04-09 00:00:00,card,ANON-8970-2252-5203,72.52268237689842,Americano,52.68135778303326,58.51477237315062,51.429210431772326
2017-04-09,2017-04-09 00:00:00,cash,ANON-3322-5090-7960,22.313676782706526,Americano,72.52268237689842,57.53486643616691,53.067311661076275
2017-04-10,2017-04-10 00:00:00,card,ANON-8982-5107-2341,96.23537137035373,Cappuccino,22.313676782706526,58.13248791198432,53.43848418406815
2017-04-11,2017-04-11 00:00:00,card,ANON-2750-6604-3421,67.35084218105382,Latte,96.23537137035373,61.91891169594367,56.111767130914664
2017-04-11,2017-04-11 00:00:00,cash,ANON-6387-4993-9680,94.9653405717952,Americano,67.35084218105382,64.49083119721537,56.61876638495899
2017-04-11,2017-04-11 00:00:00,cash,ANON-5806-9592-6913,61.11507074973665,Americano,94.9653405717952,65.80906993205697,59.25381848573377
2017-04-12,2017-04-12 00:00:00,cash,ANON-5430-9820-8686,36.761410663529574,Americano,61.11507074973665,66.74062025936823,60.48919638529309
2017-04-12,2017-04-12 00:00:00,card,ANON-2500-7737-4294,87.58383858903821,Cappuccino,36.761410663529574,64.46634209943913,60.17895422478476
2017-04-12,2017-04-12 00:00:00,cash,ANON-2466-4561-1614,13.330687124394336,Cappuccino,87.58383858903821,66.61793584403053,60.505343515510354
2017-04-13,2017-04-13 00:00:00,cash,ANON-1130-3983-5278,46.403690471366566,Latte,13.330687124394336,65.33465160712879,57.7284184639922
2017-04-14,2017-04-14 00:00:00,cash,ANON-1920-8564-9684,65.42768693640741,Americano,46.403690471366566,58.21584005013062,58.62954906708403
2017-04-15,2017-04-15 00:00:00,cash,ANON-1271-4511-2771,98.56751222793656,Americano,65.42768693640741,57.94110358660971,59.76259028849076
2017-04-15,2017-04-15 00:00:00,card,ANON-4241-1545-5346,88.72315054157795,Espresso,98.56751222793656,58.45569953748704,60.025833240525294
2017-04-15,2017-04-15 00:00:00,cash,ANON-4810-8206-3032,46.1737822248318,Espresso,88.72315054157795,62.39971093632151,62.105631953308496
2017-04-16,2017-04-16 00:00:00,card,ANON-2165-9567-3033,36.66773084103911,Espresso,46.1737822248318,63.74433544507898,62.2859726390426
2017-04-16,2017-04-16 00:00:00,card,ANON-9190-4430-5435,76.38240714300024,Latte,36.66773084103911,56.47060576679338,60.682933480714816
2017-04-17,2017-04-17 00:00:00,cash,ANON-9896-9173-3632,19.852083881120365,Latte,76.38240714300024,65.47799434087995,59.97203858988488
2017-04-18,2017-04-18 00:00:00,cash,ANON-2868-8878-6690,46.142221278293874,Espresso,19.852083881120365,61.6849076851305,58.887245027840784
2017-04-18,2017-04-18 00:00:00,card,ANON-6429-4564-2389,30.760283054598283,Americano,46.142221278293874,58.92984116254284,58.191551077638806
2017-04-18,2017-04-18 00:00:00,cash,ANON-2828-5805-1806,89.12064768059483,Cappuccino,30.760283054598283,49.24309413778023,58.48673187941609
2017-04-19,2017-04-19 00:00:00,cash,ANON-1936-7402-4845,82.06927184168876,Latte,89.12064768059483,49.29987944335408,58.38119038242109
2017-04-20,2017-04-20 00:00:00,card,ANON-2913-8657-3466,78.24146281336822,Latte,82.06927184168876,54.4278065314765,58.82923827875513
2017-04-21,2017-04-21 00:00:00,cash,ANON-8906-5876-8287,77.30844436830057,Latte,78.24146281336822,60.36691109895208,60.69329681566098
2017-04-21,2017-04-21 00:00:00,card,ANON-5675-2933-2380,18.233815365797938,Latte,77.30844436830057,60.49920213113784,61.45409007752285
2017-04-21,2017-04-21 00:00:00,cash,ANON-8490-2218-6016,86.6974180012307,Americano,18.233815365797938,60.26802091466322,59.415816458523295
2017-04-22,2017-04-22 00:00:00,card,ANON-1954-8291-1974,10.457392583622337,Cappuccino,86.6974180012307,66.06162044651133,61.7013861768315
2017-04-23,2017-04-23 00:00:00,cash,ANON-9228-4020-9987,16.851777354127016,Latte,10.457392583622337,63.161207522086194,59.72561910019763
2017-04-24,2017-04-24 00:00:00,cash,ANON-1317-3396-3162,84.22128693326343,Americano,16.851777354127016,52.837083189733654,58.6424314895968
2017-04-24,2017-04-24 00:00:00,cash,ANON-4930-2312-5311,81.76834194462353,Hot Chocolate,84.22128693326343,53.14451391710145,58.59188540644212
